0	0.0001965025
1000	0.0001965025
10000	0.0001976911
22000	0.0002097297
37000	0.0002456312
52000	0.0003265105
65000	0.0004869031
80000	0.0008025220
95000	0.0014064980
112000	0.0025956309
132000	0.0049256192
155000	0.0091842576
180000	0.0163598664
210000	0.0265015744
245000	0.0388830144
280000	0.0512235311
320000	0.0627430544
360000	0.0746260602
400000	0.0900420295
440000	0.1137600395
490000	0.1644858447
550000	0.2966475767
600000	0.6331459096
660000	1.228598444	
730000	1.38365962	
800000	1.383391295	
880000	1.351496897	
980000	1.327789324	
1080000	1.317432454	
1190000	1.347677952	
1300000	1.474500884	
1400000	1.728081912	
1500000	2.107276831	
1600000	2.561250576	
1700000	2.978558186	
1800000	3.301925981	
1900000	3.506691788	
2000000	3.644103242	
2100000	3.682761591	
2200000	3.703778436	
2300000	3.707901746	
2400000	3.697769525	
2500000	3.693743273	
2600000	3.688096839	
2700000	3.682981594	
2800000	3.674064006	
2850000	1000000
2900000	1000000
3000000	1000000
3050000	1000000
3100000	1000000
3150000	1000000
3200000	1000000
3250000	1000000
3300000	1000000
3350000	1000000
3400000	1000000
3450000	1000000
3500000	1000000
3550000	1000000
3600000	1000000
3650000	1000000
3700000	1000000
3750000	1000000
3800000	1000000
3850000	1000000
3900000	1000000
3950000	1000000
4000000	1000000
4050000	1000000
4100000	1000000
4150000	1000000
4200000	1000000
4250000	1000000
4300000	1000000
4350000	1000000
4400000	1000000
4450000	1000000
4500000	1000000
4550000	1000000
4600000	1000000
4650000	1000000
4700000	1000000
4750000	1000000
4800000	1000000
4850000	1000000
4900000	1000000
4950000	1000000
5000000	1000000
5050000	1000000
5100000	1000000
5150000	1000000
5200000	1000000
5250000	1000000
5300000	1000000
5350000	1000000
5400000	1000000
5450000	1000000
5500000	1000000
5550000	1000000
5600000	1000000
5650000	1000000
5700000	1000000
5750000	1000000
5800000	1000000
5850000	1000000
5900000	1000000
5950000	1000000
6000000	1000000
6050000	1000000
6100000	1000000
6150000	1000000
6200000	1000000
6250000	1000000
6300000	1000000
6350000	1000000
